# Dataset for pandas demo
Symbol	0	3	6	9	12	15	18	21	24	27	30	33	36	39	42	45
CYP1A1	8.852035783	10.6079813	10.87105848	11.00364355	11.88061841	11.77199209	12.11445321	12.08995416	11.96818715	11.71647415	12.2662105	12.20852609	12.6358646	12.35039084	12.50347525	12.69295684
CYP1A2	8.011335976	8.210024183	8.420948256	8.922761305	9.145216469	9.097953934	9.335936288	9.338689134	9.462766916	9.531426368	9.530637421	9.367809101	9.389820698	9.415496945	9.415496945	9.606989506
CYP4B1	11.97857447	12.18383375	12.29910893	12.88248334	12.63878715	12.59002004	13.07491559	13.29229298	13.80334395	13.69297256	14.071037	14.12769499	14.32555669	14.2472712	14.49398123	14.57486881
CYP4F12	8.413277248	8.704054144	8.925432288	9.278113935	9.307121755	9.164238393	9.632504799	9.660237007	9.710562155	9.639186299	9.77742712	9.85102086	10.15219104	10.08794968	10.21915579	10.19920969
CYP4X1	13.34341681	13.3450413	13.37060282	13.727994	13.80193793	14.11366283	14.48099036	14.56336517	14.35021489	14.6569762	14.49701239	14.79846164	15.08238066	15.09761307	15.18179988	15.16178953
CYP4Z1	10.71203551	10.73143908	10.54959354	10.99208171	11.04113058	11.53102981	11.99116323	12.23666326	11.96767962	12.26516404	12.33229919	12.76931433	12.76042642	12.99560061	13.01951485	12.94144441
CYP4Z2P	7.947333218	7.69114031	7.721462367	7.767568015	7.891887513	8.102066317	8.193806813	8.634842366	8.067128722	8.264432813	8.17620437	8.57300239	8.596556823	8.678150979	8.671541714	8.842836823
D15Wsu75e	13.10951223	12.7889407	12.54029398	12.47836608	12.25620597	12.04550536	11.86546072	12.10589016	12.22065328	12.17255557	12.22581801	12.15127992	12.24410672	12.09128123	12.207177	11.79423619
DAAM1	10.86462935	10.79607458	11.07733237	11.25757782	11.18953721	11.65844118	11.6018531	11.50014476	11.85097898	11.78842453	11.78298337	11.76387731	12.07544807	11.92245858	11.88443024	12.14970882
DCC1	9.723427866	9.658860158	9.121442885	9.253545931	8.887610415	8.804531788	9.060101029	8.977115292	8.7060526	8.947202928	8.872231814	8.702909194	8.802713259	8.674459656	8.94911241	8.768264859
DDEF1	10.585717	10.49337129	9.957121349	9.987230184	9.786318823	9.804994351	9.775682873	9.601586137	10.10048751	9.998426325	9.925567005	9.973603225	9.976348279	9.961595266	9.944517819	9.889032607
DDX39	12.40388119	12.50760155	12.4486763	11.96006321	11.67559218	11.51513967	11.40590609	11.47740976	11.55051757	11.49951201	11.40805302	11.29469656	10.87555828	10.84064626	10.94201802	10.57531463
DEGS2	10.9688762	10.8863418	11.30829245	11.7033435	11.84670993	11.98569821	11.97742519	12.29364438	11.93907424	12.09859815	12.06169992	12.17111384	12.23152875	12.2887163	12.25319036	11.84889067
DENND1A	10.7279598	10.77384988	10.66039306	10.47021351	9.693635052	9.497581317	9.239292877	9.240103815	9.544095431	9.644414012	9.570641829	9.517474106	9.106827739	9.081264146	9.023660981	9.289816599
DEPDC1B	9.83315349	9.802863771	10.01048768	10.00932068	9.529626733	9.804602834	9.487112912	9.294480661	9.848120609	9.867948719	9.499425781	9.223266	8.548967857	8.291915762	8.242170584	7.873834501
DGKQ	9.840738615	9.818775407	10.05828736	10.35847994	10.58398802	10.46161647	10.53319739	10.54246554	10.5219859	10.46740288	10.36602472	10.48794409	10.52478965	10.62848239	10.42333315	10.09305474
DHRS2	11.53623932	11.33366406	11.23149062	10.94959483	12.45386335	11.96324412	11.83091932	11.52662378	10.97065865	11.05475602	10.94179274	10.82283628	9.730511825	9.60993102	9.394137322	9.171121316
DHRS3	13.09004186	12.97991617	13.38567373	13.55202895	13.9442088	13.90925753	13.52855136	13.70590632	13.78179415	13.79621222	13.94100015	13.93849235	14.05992506	14.30486638	14.29092661	14.40291859
DHRS9	9.86038524	9.617997365	8.615888948	8.046598099	8.398237098	8.322398749	8.004211619	7.776368236	8.077923887	7.873834501	7.925839228	7.702773017	7.815432186	7.888372196	7.875722091	7.688094237
DIAPH3	9.741076701	9.974001584	9.775074074	9.788080236	9.095334761	8.928890396	8.864131948	8.626403895	9.28757068	9.056670718	8.98850515	8.732820801	8.344797094	8.207502579	8.209575891	8.371895018
DKC1	13.91400577	13.85460281	13.20932121	12.81451437	13.14965162	13.19969598	13.0982827	13.10132265	12.88344312	12.98303941	12.90310497	12.87318736	12.71510248	12.82546066	12.82360983	12.72060843
DKFZP564O0823	9.276049031	9.037462857	9.448475822	9.924299172	10.09079806	10.29228565	10.49785176	10.67781132	10.65404857	10.89684043	10.71965996	11.08712819	11.15748667	11.41793721	11.35867666	11.43160303
DKFZp686I15217	8.226354521	8.223585995	8.762337873	8.63782305	9.14495533	8.984795031	9.140763454	9.179456105	8.77232143	8.96661587	9.003685734	9.253050582	9.195109526	9.173076317	9.080975053	8.936563425
DKFZp762E1312	10.88584722	11.06089233	11.15900538	11.1679293	10.65505206	10.39115662	10.0377412	9.91027407	10.42388211	10.27415404	10.01145415	9.725821668	8.992043497	8.859158557	8.700711263	8.784480865
DLG7	11.37394569	11.25844649	10.88739404	10.81507437	10.82211645	10.37693906	10.45651748	10.26969927	10.77929133	10.63339813	10.45392689	10.25930331	9.103460341	8.976303895	8.879027706	8.654046029
DLX3	9.229910806	9.551195216	9.484187129	9.508986512	9.489155634	9.65346415	9.781893084	9.6148049	10.01145415	9.812079064	10.21788944	10.00055719	10.31657979	10.26910525	10.43144537	10.2293161
DNAJB2	13.38979934	13.23898565	13.29682025	13.48678171	13.98915496	14.16614577	14.02165282	14.15920141	13.9668353	13.91269935	14.09672823	14.05692191	14.15533673	14.14883636	14.06943652	14.07240012
DNAJC12	9.919492657	9.995851292	10.30992784	10.6545033	10.6910791	10.69593522	10.64687924	10.6875015	10.36370699	10.54599449	10.41764007	10.47880148	10.52651031	10.61000532	10.56633761	10.64113747
DNAJC17	10.70209856	10.8048342	10.84746792	11.27585271	11.16433036	11.10225331	11.25708192	11.37352845	11.28134051	11.41013195	11.46790523	11.63350711	11.67061552	11.82706516	11.75036013	12.2686394
DNAJC9	13.23481476	13.37313245	13.16021245	12.7839222	12.12940929	12.14001571	12.03333262	12.05608738	12.21491936	12.15571775	11.9448343	11.84889067	11.75208177	11.85583935	11.72074275	11.90252173
DNASE2	11.83249792	12.17718454	12.31157711	12.37031722	12.55161679	12.46234991	12.4189514	12.34242517	12.42539675	12.57466497	12.43631857	12.50012596	12.47692582	12.49802366	12.70756344	13.0487664
DNMT1	12.9937443	12.93224059	12.5697211	12.619841	11.68513749	11.82226911	11.63130958	11.63523135	11.74992767	11.70642442	11.48273494	11.50172009	11.46028234	11.27229861	11.31069747	11.67559218
DOCK11	9.895429132	9.978239977	9.919211544	10.32577878	10.12640063	10.55388725	10.77138537	10.57048045	11.12700032	11.18651973	11.21256784	11.29428312	11.33784977	11.32121093	11.21678686	11.33574011
DOCK8	8.242893688	8.185566532	8.139107393	8.25140599	8.748681412	8.942823223	8.841399072	8.75257528	8.73737606	8.821816837	8.818753418	8.908694043	9.270502377	9.254659782	9.119937669	9.085109301
DONSON	10.18067307	10.38191219	10.15660148	9.909097081	9.204716548	9.230486095	9.130771521	9.162595109	9.117874823	9.073479139	8.889243193	8.992135794	8.862912762	8.933458572	8.922538191	8.810613229
DPYD	9.12766146	9.304092402	9.2601997	9.774324328	9.718012883	9.820291009	10.13126461	10.09134684	10.11956618	10.28672191	10.06772528	10.13493661	10.40820711	10.22797508	10.24740758	10.13493661
DPYSL2	11.84047758	11.8875371	11.87036575	11.7995992	11.51513967	11.37547165	11.27537609	11.31454602	11.12449406	11.03448769	11.02778815	10.82134758	10.7221161	10.70891252	10.67462393	10.77085528
DSCR6	9.664325103	9.597768406	9.653246347	9.749150633	9.090597977	8.803630343	8.661743015	8.534865881	8.965283637	9.190524457	8.794572995	8.946762595	8.55197594	8.553188017	8.443904761	8.633666685
DTL	9.823005112	9.89377324	9.560880132	9.302256652	8.199910098	8.288528095	8.298151145	7.824352549	8.312060397	8.239784593	8.291437482	8.037565952	7.831504929	7.773793628	7.872706186	7.937781245
DTNA	11.51825046	11.45966558	10.74177861	9.83315349	9.689714688	9.458728204	9.354570774	9.225048243	9.401208899	9.562716624	9.67625559	9.329756922	9.243011626	9.313552338	9.428043378	9.541076275
DTX2	13.42335632	13.18085614	13.5651555	13.78338564	13.97321803	13.77688346	13.88570171	14.05692191	13.88844468	13.85807451	13.98541129	13.98541129	14.01323044	13.89769144	13.9809013	14.22189046
DUSP1	11.9408288	11.9922579	12.46879799	12.32089838	12.62093054	12.53546767	12.65970403	12.75798353	12.91882901	12.76494951	12.95448874	12.8864921	13.20301658	13.07828992	13.20301658	13.08286767
DUSP3	11.73295755	11.52365066	11.08273386	11.42026618	11.85144413	12.17421339	12.18833216	12.04751964	12.06379846	12.19353797	12.19606846	12.09527347	12.24606619	12.21886466	12.36477201	12.67580479
E2F2	12.52873636	12.75259375	12.5316737	12.43545332	11.31659556	11.39117837	11.27836048	11.22308337	11.33574011	11.38564748	11.13406209	11.02009792	10.85258523	10.7123493	10.78878378	11.04792402
EEF2	14.58407492	14.61214338	14.71092738	14.88080445	15.22550502	15.38966831	15.32300737	15.33382092	15.09313805	15.26212279	15.03587447	15.12011757	15.05855273	15.06289556	15.12906201	15.15637716
EFCAB3	7.86957108	8.072927638	7.971548738	8.362757888	8.450137826	8.323512664	8.552419312	8.454944228	8.867661674	8.723364153	8.83734738	9.216371914	9.017456978	8.907169859	8.996596823	9.047366567
EIF2C2	12.06849929	11.94702344	11.73376426	11.21105849	11.32791866	11.58760111	11.41723529	11.08712819	11.38659215	11.03905094	11.05456482	11.06216432	11.08406509	10.92801689	11.12359521	11.53168932
EIF4A2	14.04202751	13.98541129	14.44585567	14.36675352	14.61883179	14.76934641	14.82395068	14.80948898	14.71782501	14.73013847	14.65948986	14.80409849	14.87369953	14.71092738	14.84504358	14.91704329
EIF4B	12.54485133	12.80632425	12.89215828	13.12429344	13.4296117	13.55316797	13.45558396	13.55027861	13.28883984	13.51492087	13.5372702	13.47762581	13.42193535	13.51811069	13.48096063	13.34741769
ELF3	12.79513952	13.7603461	14.26156946	14.50509906	14.31222577	14.79846164	14.71494259	14.71995239	15.01251609	15.10635446	15.06616769	15.05084866	15.23426601	15.29760243	15.37968074	15.22139538
ELF4	11.12579853	11.04518045	11.11945279	10.77675845	10.51237987	10.45439949	10.50616261	10.28614557	10.49073026	10.3906362	10.46455939	10.40936236	10.42190514	10.46081203	10.34058112	10.37575372
EMG1	13.79522564	13.65376685	13.2703166	12.9419023	12.89397918	13.01944455	12.888599	12.89397918	12.61251954	12.62740896	12.65267527	12.65730564	12.55753527	12.68046634	12.50082307	12.69175162
ENDOGL1	13.79745819	13.57811643	13.23728771	12.61721354	11.95495638	11.64802038	11.5037717	11.42154551	11.97441981	11.7836753	11.82706516	11.48797451	10.76631313	10.60473646	10.5270785	10.89157783
ENO2	10.30574195	10.38744689	10.30795181	10.35479506	9.590811099	9.326687885	9.286164312	9.220038474	9.21707204	9.211151948	8.915751025	8.999179007	9.037104605	9.115529689	9.082218236	8.819908702
ENTH	12.87655617	12.9508248	13.12429344	13.50292308	13.61089528	13.48394667	13.51349932	13.64914534	13.84234221	13.89432633	13.9656476	14.04013372	14.05529789	14.05992506	14.1405285	14.06682366
EPDR1	11.30024112	11.222576	11.09546154	10.73782332	10.38028778	10.22604797	10.47683575	10.37484484	10.77138537	11.0522251	10.82646162	11.00737117	11.13263721	11.17744701	11.2666978	11.30584942
EPR1	8.605299178	9.007914054	8.823637907	8.88244189	8.428251228	8.337442791	7.836444859	8.051237295	8.480527978	8.36234616	8.182221801	8.28194981	7.811780432	7.735615124	7.793032903	7.740487355
ERCC5	11.25654809	11.5693188	11.88061841	12.25878191	12.27307552	12.44767672	12.32375895	12.29456809	12.4818987	12.32423586	12.2286	12.17332831	12.34184117	12.31882446	12.2232497	11.90590759
ESAM	8.519175245	8.728894692	8.709919937	8.724228835	8.456086084	8.45563312	8.813817761	8.774206198	8.977906525	8.921747179	9.245164398	9.161818328	9.575255958	9.629848664	9.5874152	9.622798402
ET	10.17006567	10.27745081	10.52665453	10.66837606	10.59672577	11.01347853	10.96786694	10.98494241	11.2390972	11.09460944	11.13942228	11.3495431	11.34015924	11.20685377	11.40590609	11.13207988
ETV4	9.438040812	9.569751811	8.910746605	8.507941459	8.258384258	8.445194127	8.248716517	8.070642418	8.108099516	8.083695502	8.106970417	7.973487677	7.708027591	7.764025776	7.831852353	7.750902965
EXO1	11.89870625	11.85144413	11.72328844	11.49951201	10.21179668	9.855000138	9.800900016	9.529626733	9.965627011	9.76841107	9.68804093	9.438040812	8.850320772	9.025391185	8.898240873	9.083632382
EXOSC2	10.65467589	10.47499592	10.11738122	9.835788822	9.640458029	9.527977678	9.554210291	9.631252405	9.69201837	9.653246347	9.603673814	9.544095431	9.457853437	9.480220218	9.563720737	9.605260422
EYA2	8.046330903	8.055969206	8.30965622	8.658267653	8.752950763	8.669662657	9.014737293	8.880003574	9.307445667	9.375525713	9.415287886	9.534981473	9.718814224	9.857908399	9.838749953	9.79465897
EZH2	9.982221741	10.19614905	10.24616166	9.843626662	9.0474909	8.827912001	8.998785261	8.89658501	9.184109201	9.084596895	9.00425161	8.888761216	8.89807319	8.97153379	8.804533323	8.689356655
FABP6	9.641900439	9.671591183	9.906969145	9.819586218	9.388808081	9.291755935	9.30107975	9.106018465	9.122624862	9.107126157	8.926922679	8.872212614	8.838238107	8.813678256	8.797993742	8.889526667
FADS1	11.2240696	11.30136145	10.98687056	10.89641054	9.589316037	9.50989654	9.375525713	9.377178138	9.988149685	9.747320631	9.886892754	9.650859188	9.549873343	9.348887347	9.306296201	9.310396239
FAM111B	9.382387391	9.315121686	8.774621407	8.712725483	8.18137952	8.227589537	8.249931545	8.451759752	8.18921668	8.099645163	8.061383491	8.054524595	8.051806014	8.226800719	8.283609447	8.027135434
FAM43A	10.45558593	9.800900016	10.59917484	10.71072622	11.17744701	10.64334569	10.81551993	10.8301366	11.09982112	10.88167603	11.24521964	11.19678613	11.30531756	11.13263721	11.33380504	11.61490165
FAM50A	13.92060016	13.9668353	14.15166053	13.87082903	13.62784049	13.54337617	13.42755962	13.52438051	13.43898199	13.45346606	13.2581047	13.51349932	13.41973385	13.48565892	13.54337617	13.80657011
FAM57A	10.08571758	10.02556025	9.604191901	9.027410844	8.770391947	8.889945133	8.915026716	8.808620149	8.512528082	8.535235078	8.620124374	8.693387813	8.626988955	8.70507238	8.753349481	8.719135856
FAM64A	10.78878378	10.61370931	10.58725945	10.46878074	10.14612514	9.818337479	9.54762766	9.225573375	10.31914916	10.05429258	9.884969084	9.695331865	8.297340787	8.394488514	8.40043081	8.264074397
FAM72A	9.525777035	9.275578727	9.129489163	9.514993476	9.618351961	9.291081773	9.226254013	9.315121686	9.560880132	9.484187129	9.143042482	9.016406363	8.430416148	8.168750358	8.212652371	8.204400532
FANCA	9.027913526	9.139522265	9.185391971	9.290038404	8.216616866	8.005263232	8.024797232	8.171266848	8.132678232	8.001287793	7.939523053	7.944263643	7.914900931	7.717462923	8.042153876	7.716020793
FANCD2	11.18953721	11.32791866	11.41263777	11.38826404	10.71438328	10.90391078	10.59375868	10.59748283	10.8933224	10.59966879	10.51669737	10.26176973	9.827135503	9.823005112	9.734562881	9.896448096
FANCE	10.44948848	10.49026388	10.37862546	10.18734156	9.554210291	9.647030835	9.713316067	9.655663403	9.814306946	9.803729531	9.785263291	9.843374957	9.626331495	9.638465509	9.818775407	9.945422138
FANCG	11.42231579	11.03855383	11.22004912	11.70794019	10.84296539	10.52478965	10.52751071	10.72855952	10.68825763	10.80780349	10.52438707	10.42388211	10.17250817	10.11069042	9.8544111	10.3530967
FARP2	8.120485234	8.014108322	8.241934666	8.390465726	8.49219151	8.502864212	8.416170803	8.587044853	8.363990447	8.344471563	8.361830267	8.529264753	8.51870495	8.628995661	8.576798917	8.925709933
FBLN2	10.59938162	10.57128625	10.44751556	10.66258996	10.68178472	10.6406249	10.81247897	10.67191442	11.18684253	11.23089528	11.35242098	11.18936329	11.3809384	11.58763263	11.58790517	11.66906896
FBP1	11.8202605	11.96326197	12.36739181	12.67280183	12.33026203	12.53107248	12.73321645	12.99128148	13.26677456	13.28788812	13.32112442	13.36040219	13.49429625	13.49547918	13.44892803	13.45686673
FBXL14	8.218915645	8.287633633	8.624734636	8.915026716	8.868598145	8.928249463	9.028292401	9.022185265	9.513429623	9.778155463	9.55913288	9.711068541	9.763472465	9.804994351	9.8841293	9.666730456
FEN1	13.91134882	13.83716281	13.48565892	13.12296791	12.21271979	12.18443207	12.02744958	11.93244092	12.02302505	11.88443024	11.88827806	11.7431272	11.44286069	11.56858531	11.5680703	11.67206272
FGF13	9.76580869	9.423524746	9.622009981	10.07926083	10.44248483	10.61161341	10.84010202	10.78184516	10.64276822	10.68825763	10.71127609	10.77744971	10.7970629	10.89893997	10.80620532	11.00099687
FGFR4	10.0430902	9.965627011	9.609669998	9.128695569	9.452147417	9.421670947	9.207666446	9.21539101	8.973674555	8.925432288	8.917195643	8.93520756	8.783645488	9.032618078	8.710675024	8.311816326
FHL2	14.06443524	13.86547714	12.94192848	12.88535604	13.35196106	13.32747432	13.06913314	13.06765789	13.18657758	13.32818392	12.92680493	12.70139941	12.2569638	12.68611699	12.30271355	12.18570756
FIBCD1	9.601586137	9.704981917	9.694129999	9.46977714	9.283545107	9.22073608	9.024234883	8.892730422	8.878741107	9.032322853	8.637016056	8.736561493	8.630797006	8.764821494	8.593607756	8.784030063
FJX1	11.591598	10.75092297	10.03751764	9.690952069	9.888114701	9.89180003	9.756262202	9.661404426	9.726481122	9.993859241	9.726199233	9.5874152	9.689429502	9.886892754	9.729670972	9.583159189
FKSG14	11.30866906	11.48466789	11.60907263	11.16331667	10.58763165	10.28567432	10.27126772	10.1573991	10.35149091	10.39718745	9.971868015	9.865460554	9.298408436	9.276512498	9.178020211	8.865678272
FLJ10490	8.47714656	8.310409258	8.927629627	8.882735741	9.164490417	9.19551814	9.205695569	9.346746718	9.211511351	9.314082776	9.332484307	9.507178108	9.695011568	9.649619469	9.715455483	9.350730448
FLJ10916	9.124434647	8.959119254	9.128965408	9.272539791	9.794349424	9.734885652	9.845269536	9.851790801	9.975921686	10.19492132	10.18047174	10.12604231	10.20186477	10.20824257	10.17766451	10.60024345
FLJ12684	9.435404726	9.280128195	8.778420307	8.313912716	8.105705058	8.009437434	7.996300566	8.11458275	7.89450077	7.898969131	7.84215968	7.808127869	8.044272515	8.108099516	8.086533958	7.739822615
FLJ13909	11.1651061	11.23840171	10.9323097	10.80329575	10.17644836	10.05052135	9.748458184	9.800586118	9.65142624	9.397130025	9.448165603	9.38891928	9.14959182	8.794293616	8.911496742	8.591296089
FLJ13912	12.54899242	12.5845122	12.41709949	12.00513098	11.33845161	11.36950698	11.11945279	11.05708684	11.02493137	11.04464315	11.06181938	10.84746792	10.59883385	10.55916739	10.56274473	10.77782072
FLJ14668	11.66088436	11.54867278	11.45006991	11.23126201	10.99503817	10.87434042	10.92063022	11.09982112	10.8863418	10.97624333	10.89992384	10.96427015	11.01598056	10.90331104	10.96174455	11.19678613
FLJ20130	10.5051039	10.63289306	10.65996533	10.63179126	9.523577248	9.35151076	9.24989923	9.097249151	9.514781621	9.592105446	9.37345413	8.982230325	9.042157479	8.899946872	8.970111217	9.037104605
FLJ20364	11.34328487	11.34669802	11.27421047	11.08841454	10.72453291	10.5347078	10.56421756	10.43972628	10.67624626	10.68085415	10.42564434	10.386367	9.67322222	9.831888695	9.813988433	10.00618713
FLJ20489	11.11409297	10.87145969	10.33691128	9.971868015	10.11956618	9.962286036	10.0638697	10.12161891	10.35821896	10.1866875	10.26698596	10.31348372	10.15152781	10.21337521	10.34800719	9.726481122
FLJ20516	10.5257332	10.07965561	9.665659481	9.42239588	9.197035721	9.162289286	9.14865729	9.096152502	8.791429154	9.000771028	8.731829262	8.796644636	8.652735331	8.814069177	8.706816565	8.554244145
FLJ20647	11.08514676	11.39979497	11.3495431	11.05781533	10.07106828	9.748065855	9.528610416	9.452875984	9.677769715	9.606327811	9.289816599	9.278113935	8.920302377	8.903503046	8.876624343	8.926045709
FLJ22349	9.778155463	9.849307861	9.566019995	9.242082006	9.11590317	8.804844879	8.688067418	8.721760904	8.727090537	8.461647602	8.755076053	8.503368351	8.663849425	8.616601073	8.693994448	8.610242076
FLJ22624	11.20169094	10.90176963	10.91614691	11.06089233	11.13725403	11.1525181	10.83561706	10.73513227	10.92642217	10.74072372	10.6447613	10.65505206	10.0705729	9.950832289	10.02981648	9.985640756
FLJ22795	10.03751764	9.919211544	10.36547772	10.58858572	10.63454045	10.59415306	10.6071348	11.0212243	10.92736936	10.81692745	10.76882901	10.89684043	11.10608572	11.17595881	11.20356395	11.39853436
FLJ25416	10.73132793	10.34460287	10.35951916	10.05429258	9.991317871	9.976348279	9.947505895	9.805518872	9.549399221	9.617016124	9.394169352	9.294048507	8.780838131	8.609253842	8.692430611	8.435747717
FLJ40448	7.98898686	8.161175608	8.218915645	8.371164936	8.451286086	8.446990381	8.528319943	8.530059121	8.60950308	8.43681157	8.523946739	8.539608696	8.351958695	8.440590962	8.749073167	8.852891936
FLJ40504	15.32920111	15.27614763	14.8573396	14.45773987	14.33507134	14.43443303	14.18567223	14.35878752	14.19865118	14.2966331	14.18159392	14.04699897	13.92887223	14.10630005	14.00304775	14.01780735
FLJ40629	10.43887144	10.78281835	10.7658869	11.04066477	10.37194126	10.37608177	9.867353266	9.606989506	10.2096239	10.28163237	9.849683495	9.618889079	8.805874379	8.723942577	8.789833509	8.60342389
FLJ41603	10.74637296	10.74240071	11.22464148	11.53303564	11.48797451	11.49820448	11.602676	11.61333819	11.8663715	11.87992404	11.87569045	12.00681137	11.95645525	11.99383143	12.00862636	12.23865993
FLJ90166	8.560339803	8.750196108	8.237228531	8.037145976	7.89450077	8.173048877	7.908089361	7.826426588	7.760926568	7.737294501	7.955032833	7.683695575	7.803894763	7.86994412	7.779897814	7.69398829
FLJ90650	9.881011349	9.763193055	9.580868144	9.500324359	9.185001144	9.210061391	9.137285614	9.203898297	9.369416691	9.421145543	9.297337386	9.123505461	9.210426669	9.130455514	8.980782195	9.14797907
FMO1	7.718130229	7.833247724	7.865910469	8.279480865	8.464619175	8.329722747	8.58681652	8.553345556	9.05830145	9.193867266	9.240103815	9.194799119	9.251516772	9.211151948	9.168508441	9.419823733
FMO3	8.527784696	8.695699333	8.556181436	8.756444929	9.107483407	8.968855431	8.99348577	8.855462211	9.291773631	9.430729742	9.431284111	9.396086948	9.288937341	9.534707305	9.394913888	9.567129735
FMO4	10.29950682	10.14864294	10.51557502	11.17692719	11.84402416	12.0536364	12.13547058	12.00748591	12.31882446	12.2686394	12.24537304	12.37457144	12.26960383	12.45085477	12.33085179	12.30648398
FMO5	8.18627423	7.864785931	8.06494572	8.468150411	8.657623771	8.828114314	9.001871178	9.190006626	9.091862342	9.21707204	9.128965408	9.222061654	9.173844494	9.246014356	9.158389794	9.147504115
FN3KRP	13.62784049	13.53313736	13.31091419	13.21368448	12.96895748	13.07048483	12.99957709	12.97427606	12.83143504	12.96049288	13.05480441	12.87655617	13.06114441	12.86670335	12.95636491	13.19315631
FOXA3	9.488703482	9.36296476	10.04663923	10.54669677	10.72643433	10.6380101	10.83456431	10.95638777	10.90614057	10.43055167	10.75092297	10.99440664	10.7123493	10.24213106	10.52339901	10.66039306
FOXM1	10.53596963	10.80391371	11.03678684	10.99004894	10.52839927	10.28828259	9.904255949	9.80780898	10.31532692	9.929332633	9.823414341	9.525281783	8.733663923	8.808946467	8.662744259	8.352145187
FOXO3A	11.87853759	12.36152173	12.53008625	12.63350107	12.59545775	12.88464769	12.75920974	12.56270479	12.7610908	12.65970403	12.56840778	12.73683886	12.85925505	12.77382568	12.77382568	13.13321567
FOXRED2	11.89288938	12.00989558	11.84047758	10.96751618	10.75688862	11.05339123	10.96923485	10.5085634	10.75404699	10.35532747	10.45855155	10.35019551	10.52527571	10.37642881	10.54073408	10.44451626
FREQ	9.373920319	9.297337386	9.168184219	8.977906525	8.672386641	8.582904529	8.621767949	8.710980702	8.759350095	8.674204913	8.748414589	8.937823204	8.769290364	8.868598145	8.819100864	8.791140263
FSCN1	12.64081017	12.41471561	11.85324456	11.4611442	11.23234618	11.10268318	11.00791202	11.11342469	10.7221161	10.9727379	10.77426683	10.79752847	10.47132685	10.56274473	10.62227599	10.72154625
FSTL1	10.54004697	10.551102	10.03133981	9.617997365	9.697563405	9.481037457	9.642482633	9.548793839	9.680134875	9.81230425	9.842104706	9.639963901	9.664726258	9.746189247	9.776157013	9.682391674
FUK	10.20241593	10.25817403	10.50257607	10.46196412	10.71032413	10.8833361	10.9292925	10.98216191	10.70636448	10.63760083	10.61250432	10.6472784	10.81464244	10.85649046	10.99926292	11.07917807
FUS	10.17173778	10.10854747	9.934961197	9.688412909	9.310765258	9.281068288	9.250457605	9.218617407	9.273568329	9.503378533	9.580147376	9.401557423	9.323907523	9.256481699	9.263977353	9.431466571
FUSIP1	10.40532148	10.49785176	10.46196412	9.86038524	9.767802131	9.369416691	9.559485922	9.368665792	9.505472117	9.029933311	9.320269368	9.224764532	9.248251432	9.101568862	9.160039819	9.301229853
FXYD3	11.02459434	11.02594558	11.52072658	12.0490143	11.90962276	11.78110642	11.94415908	12.24457637	12.27881674	12.28245584	12.30655261	12.40120374	12.41652208	12.4474244	12.33535976	12.54376897
FYCO1	10.06229994	10.09167258	10.28347569	10.53803726	10.68435979	10.84526391	10.7279598	10.6690901	10.57627638	10.72055987	10.70705305	10.60539264	10.77744971	10.76674489	10.6554747	11.02778815
GABARAPL1	10.95638777	11.63350711	12.18707045	12.3039676	12.08904158	11.96679383	12.27601907	12.13138708	12.25878191	12.31966638	12.4884921	12.53546767	12.67280183	12.75193869	12.67580479	12.60604537
GABPB2	10.99652425	10.72493854	10.08571758	10.02855697	10.00007006	9.999640806	9.920517458	9.9011165	9.842998984	9.936702111	9.982514039	9.8752502	9.872531451	9.948074029	9.751288873	9.741813231
GADD45B	9.889367474	9.998426325	9.941861338	10.41493621	10.23136255	10.32509998	10.43787763	10.74637296	10.7123493	10.96671513	11.0641247	10.84908616	11.07823196	11.14685157	10.96786694	11.25267362
GAL	10.2984596	10.44575791	10.90755799	10.66190682	10.23089202	10.05429258	10.07725856	9.995068253	9.922143425	9.719298127	9.518061429	9.291279915	8.924757716	8.895644276	8.787986268	8.41019848
GALE	12.31545577	12.28622838	11.93379281	11.38154359	11.34881256	11.34015924	11.33574011	11.40590609	11.48327458	11.41723529	11.58887471	11.45477619	11.52732057	11.61191311	11.4588983	11.83193223
GALIG	8.200652417	8.590858827	9.143042482	9.108448565	8.893700713	8.637347516	8.867661674	9.006658923	9.366566741	9.079959813	9.17116565	9.644883895	9.755714984	9.592985211	9.687673516	9.476985248
GALNT4	9.107140776	9.144552925	9.237798459	9.594471891	9.444744794	9.734077585	9.960791068	10.0188398	10.14059536	10.35067768	10.2569368	10.44527419	10.89376673	10.79933127	10.8393926	10.81692745
GALNTL1	9.487481311	10.06822483	10.17766451	10.26176973	8.378224673	8.334519705	8.114969529	7.909545317	8.472790689	8.303689534	8.134064995	8.015416521	7.913345061	7.762597938	7.74164225	7.810971233
GALNTL4	9.428043378	9.408223941	9.339496303	9.197541856	8.555984119	8.654046029	8.446655863	8.66004334	8.336089138	8.560339803	8.670070942	8.436998525	8.570692028	8.915751025	8.810613809	8.889699664
GART	11.93533949	11.83516843	11.61335395	11.45706187	11.30251376	11.11044691	11.38205532	11.32191289	11.19349403	11.10122165	11.20912621	11.21944862	11.22007187	11.12996073	11.20057696	11.08280642
